Reading No;Time;Type;Duration;Units;Sequence;Flags;SAMPLE;LOCATION;INSPECTOR;MISC;NOTE;User Login;Alloy1;Alloy2;HEAT;LOT;BATCH;Mo;Mo Error;Zr;Zr Error;Sr;Sr Error;U;U Error;Rb;Rb Error;Th;Th Error;Pb;Pb Error;Se;Se Error;As;As Error;Hg;Hg Error;Au;Au Error;Zn;Zn Error;W;W Error;Cu;Cu Error;Ni;Ni Error;Co;Co Error;Fe;Fe Error;Mn;Mn Error;Cr;Cr Error;V;V Error;Ti;Ti Error;Sc;Sc Error;Ca;Ca Error;K;K Error;S;S Error;Ba;Ba Error;Cs;Cs Error;Te;Te Error;Sb;Sb Error;Sn;Sn Error;Cd;Cd Error;Ag;Ag Error;Pd;Pd Error;Ce;Ce Error;La;La Error;Bal;Bal Error;Nb;Nb Error;Y;Y Error;Bi;Bi Error;Re;Re Error;Ta;Ta Error;Hf;Hf Error;Al;Al Error;P;P Error;Si;Si Error;Cl;Cl Error;Mg;Mg Error;Ru;Ru Error
238;04.10.2023 09:11;TestAll Geo;330,09;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;106,17;2,74;191,84;3,07;<LOD;4,85;161,21;3,28;4,96;0,71;24,74;3,38;<LOD;1,99;13,22;2,88;<LOD;31,62;0,38;0,15;132,47;7,58;<LOD;34,78;27,77;8,62;110,33;16,4;<LOD;100,18;42122,35;207,3;601,42;40,01;206,27;11,57;140,75;7,36;4614,2;48,36;25,62;2,63;19545,58;130,83;28764,23;210,7;542,55;112,82;660,33;25,83;48,9;9,01;473,05;17,04;63,18;6,9;<LOD;0,76;<LOD;7,03;<LOD;4,12;39,96;5,99;301,15;23,75;172,5;19,25;548821,94;2970,36;14,96;1,6;24,75;1,88;<LOD;47,22;<LOD;1,5;<LOD;1,5;<LOD;1,5;153960,19;1699,57;1265,32;73,25;180102,2;918,22;6429,35;59,02;<LOD;1714,02;;
239;04.10.2023 09:17;TestAll Geo;330,61;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;107,67;2,83;195,05;3,17;<LOD;5,04;160,27;3,36;5,42;0,74;27,97;3,56;<LOD;2,04;11,15;2,97;<LOD;32,85;0,29;0,15;136,85;7,87;<LOD;35,88;29,58;8,91;121,07;17;<LOD;102,71;42326,71;213,04;645,6;41,85;214,89;11,7;136,71;7,42;4645,3;49,11;24,27;2,64;19622,08;131,78;28660,29;211,56;578,28;114,29;633,65;25,45;38,34;8,88;466,49;16,84;64,17;6,84;<LOD;0,75;<LOD;7,02;<LOD;4,26;40,04;5,93;280,22;23,68;172,44;19,39;541646,25;3052,61;15,01;1,64;22,96;1,91;<LOD;49,38;<LOD;1,5;<LOD;1,5;<LOD;1,5;157770,84;1738,07;1256,37;72,93;182872,89;935,26;6506,48;59,71;<LOD;1745,1;;
240;04.10.2023 09:23;TestAll Geo;330,28;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;108,77;2,76;191,84;3,07;<LOD;4,85;158,57;3,26;5,27;0,72;26,31;3,43;<LOD;2,07;12,13;2,88;<LOD;32,26;0,31;0,15;134,63;7,62;<LOD;35,26;26,69;8,61;126,49;16,6;<LOD;99,98;42572,14;207,91;602,57;39,94;208,38;11,64;141,16;7,45;4649,44;48,86;24,93;2,65;19650,99;132,04;28921,59;212,66;662,67;116,6;673,61;25,85;46,28;8,97;460,91;16,91;59,93;6,86;<LOD;0,76;<LOD;7,13;<LOD;4,1;40,65;5,99;282,63;23,6;181,72;19,39;538911,06;2995,66;15,91;1,61;24,95;1,88;<LOD;47,63;<LOD;1,5;<LOD;1,5;<LOD;1,5;159641,56;1730,39;1317,39;73,23;183389;930,72;6501,46;59,03;<LOD;1700,87;;
241;04.10.2023 09:28;TestAll Geo;330;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;106,5;2,72;191,18;3,04;<LOD;4,86;156,27;3,21;5,29;0,71;26,51;3,4;<LOD;2,01;12,7;2,88;<LOD;31,8;0,28;0,15;138,52;7,62;<LOD;34,38;29,05;8,57;118,53;16,3;<LOD;98,84;42497,43;206,16;601,34;39,77;212,65;11,57;139,07;7,37;4589,02;48,02;22,75;2,62;19836,32;131,41;28886,1;210,67;614,4;114,45;666,97;25,83;43,35;8,97;468,63;16,98;61,6;6,87;<LOD;0,77;<LOD;6,98;<LOD;4,04;35,21;5,88;309,83;23,84;187,83;19,42;538091;3003,7;15,29;1,59;24,76;1,86;<LOD;47,07;<LOD;1,5;<LOD;1,5;<LOD;1,5;160138,88;1732,25;1233,76;72,53;183903,52;919,41;6505,24;58,98;<LOD;1705,35;;
242;04.10.2023 09:34;TestAll Geo;330,17;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;104,92;2,72;193,81;3,07;<LOD;4,89;159,98;3,25;4,88;0,71;27,45;3,43;<LOD;2;11;2,87;<LOD;31,62;0,52;0,15;131,42;7,52;<LOD;34,31;36,46;8,75;115,18;16,31;<LOD;99,42;42619,51;207,21;607;39,97;220,87;11,76;137,1;7,39;4608,99;48,46;26,46;2,67;19774,62;132,51;28828,99;212,54;677,34;117,1;672,24;25,61;44,46;8,89;472,28;16,85;60,04;6,79;<LOD;0,75;<LOD;6,87;<LOD;4,04;37,51;5,87;297,74;23,52;180,31;19,18;535845,44;3061,98;18,19;1,62;24,01;1,86;<LOD;46,68;<LOD;1,5;<LOD;1,5;<LOD;1,5;162038,08;1759,94;1161,95;72,24;184428,38;924,46;6545,26;59,54;<LOD;1766,62;;
243;04.10.2023 09:40;TestAll Geo;330,34;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;106,95;2,75;190,82;3,07;<LOD;4,92;157,74;3,25;4,69;0,7;24,34;3,36;<LOD;1,96;12,89;2,86;<LOD;31,54;0,37;0,15;133,44;7,63;<LOD;35,45;34,02;8,8;127,71;16,57;<LOD;99,58;42627,79;208,68;605,66;40,15;225,51;11,58;136,17;7,31;4659,61;48,31;24,88;2,58;19092,7;128,36;29122,33;209,91;669,8;114,84;642,15;25,5;33,58;8,86;454,96;16,75;62,03;6,82;<LOD;0,75;<LOD;7,03;<LOD;4,13;40,19;5,93;281,88;23,64;179,92;19,42;531873,06;3084,23;16,46;1,61;25,75;1,89;<LOD;46,48;<LOD;1,5;<LOD;1,5;<LOD;1,5;164757,33;1786,01;1143,86;72,7;185716,67;932,19;6557,83;59,96;<LOD;1748,49;;
244;04.10.2023 09:45;TestAll Geo;330;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;105,67;2,71;188,18;3,02;<LOD;4,88;158,75;3,23;4,77;0,7;29,32;3,47;<LOD;1,98;10,38;2,88;<LOD;31,22;0,28;0,15;136,84;7,61;<LOD;34,69;31,58;8,65;121,84;16,33;<LOD;98,8;42736,33;206,95;608,64;39,79;220,09;11,59;137,66;7,37;4679,65;48,5;26,27;2,61;19257,83;129,22;28944,03;209,99;509,98;111,39;664,65;25,62;36,53;8,87;469,02;16,86;62,87;6,82;<LOD;0,74;<LOD;7,05;<LOD;4,2;38,97;5,91;278,86;23,72;169,17;19,4;527981,06;3119,91;15,34;1,58;23,43;1,85;<LOD;46,54;<LOD;1,5;<LOD;1,5;<LOD;1,5;167780,27;1812,25;1278,26;74,3;186254,59;932,15;6567,51;60,13;<LOD;1778,08;;
245;04.10.2023 09:51;TestAll Geo;330,18;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;107,69;2,75;190,51;3,06;<LOD;5;159,19;3,25;4,47;0,7;26,06;3,4;<LOD;1,95;13,33;2,89;<LOD;31,56;0,29;0,15;126,41;7,47;<LOD;35,47;25,53;8,58;120,28;16,47;<LOD;99,77;42177,57;207,04;617,81;40,18;216,01;11,57;139,93;7,3;4605,22;48,02;24,04;2,58;19143,95;128,85;29064,87;210,28;644,59;114,56;663,7;25,61;38,45;8,88;469,99;16,86;58,11;6,78;<LOD;0,76;<LOD;6,94;<LOD;4,06;40;5,93;297,63;23,75;175,12;19,32;531141,06;3071,99;16,56;1,6;23,1;1,85;<LOD;45,88;<LOD;1,5;<LOD;1,5;<LOD;1,5;165520,52;1780,26;1132,46;72,09;186153,78;928,99;6601,13;59,81;<LOD;1731,85;;
246;04.10.2023 09:57;TestAll Geo;330,19;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;108,31;2,76;193,14;3,08;<LOD;4,91;158,28;3,26;5,29;0,72;24,93;3,38;<LOD;1,99;13,62;2,89;<LOD;32,61;0,38;0,15;134,71;7,63;<LOD;34,54;37,85;8,86;124,02;16,58;<LOD;100,17;42460,95;208,01;650,81;40,92;213,64;11,68;136,6;7,45;4646,62;48,97;23,95;2,63;19287,66;130,99;28775,11;212,21;586,06;114,64;659,53;25,7;44,76;8,94;462,85;16,88;56,44;6,81;<LOD;0,76;<LOD;7,16;<LOD;4,12;40,13;5,96;298,17;23,87;184,89;19,51;523193,28;3145,46;15,42;1,6;24,49;1,87;<LOD;47,2;<LOD;1,5;<LOD;1,5;<LOD;1,5;169905,27;1824,48;1198,4;73,34;189113,66;940,57;6667,63;60,54;<LOD;1772,47;;
247;04.10.2023 10:02;TestAll Geo;330,28;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;109,61;2,8;190,19;3,1;<LOD;5,01;156,8;3,27;4,65;0,71;25,6;3,44;<LOD;2;11,89;2,9;<LOD;32,66;0,4;0,15;134,01;7,71;<LOD;35,23;39,15;9;132,6;16,91;<LOD;101,21;42287,25;210,22;613,52;40,71;202,58;11,64;138,16;7,45;4613,81;48,76;21,1;2,61;19342,75;131,27;28932,31;212,88;656,15;116,5;639,8;25,49;33,87;8,86;459,78;16,79;54,48;6,75;<LOD;0,76;<LOD;6,99;<LOD;4,21;38,44;5,9;276,9;23,51;192,02;19,48;524491,31;3104,45;15,85;1,62;24,81;1,9;<LOD;47,25;<LOD;1,5;<LOD;1,5;<LOD;1,5;169489,44;1807,39;1204,41;72,84;188734,64;940,06;6592,45;59,9;<LOD;1701,88;;
248;04.10.2023 10:08;TestAll Geo;330,51;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;109,66;2,75;192,67;3,06;<LOD;4,86;157,33;3,22;5,07;0,71;25,19;3,37;<LOD;1,97;13,23;2,87;<LOD;32,2;0,3;0,15;128,09;7,45;<LOD;34,66;37,19;8,79;126,9;16,49;<LOD;99,14;42299,98;206,15;635,43;40,33;209,71;11,49;147,31;7,36;4633,38;48,09;21,5;2,57;19333,37;129,01;29073,2;209,68;610,29;113,47;634,87;25,41;47,39;8,9;456,93;16,73;55,62;6,75;<LOD;0,75;<LOD;7,09;<LOD;4,12;45,04;6,02;313,55;24,03;188,56;19,55;522616,56;3128,76;15,86;1,59;23,93;1,85;<LOD;46,86;<LOD;1,5;<LOD;1,5;<LOD;1,5;170317,86;1820,02;1201,14;73,25;189338,98;936,85;6676,14;60,37;<LOD;1756,17;;
249;04.10.2023 10:35;TestAll Geo;330,46;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;191,18;3,08;109,99;2,29;<LOD;3,6;69,28;2,2;3,93;0,6;11,03;2,76;<LOD;1,74;7,58;2,32;<LOD;29,08;<LOD;0,2;38,57;5,08;<LOD;30,63;<LOD;13,62;30,28;14,49;<LOD;72,09;29852,52;167,7;675,29;37,78;28,33;7,55;84,61;5,35;3189,34;34,37;3,62;1,42;9408,22;72,93;11992,79;112,78;476,84;74,08;111,2;22,82;<LOD;12,36;334,51;16,06;20,3;6,55;<LOD;0,72;<LOD;6,63;<LOD;3,97;41,05;6,08;125,05;19,98;84,94;16,74;562908,56;2290,05;17,26;1,51;20,23;1,52;<LOD;37,39;<LOD;1,5;<LOD;1,5;<LOD;1,5;61392,27;968,8;2199,32;77,86;300229,13;1143,96;3342,76;41,79;<LOD;1536,34;;
250;04.10.2023 10:43;TestAll Geo;330,18;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;196,48;3,07;102,48;2,19;<LOD;3,52;67,25;2,15;4;0,59;8,87;2,67;<LOD;1,71;8,39;2,27;<LOD;28,57;0,3;0,14;43,02;5,11;<LOD;30,71;<LOD;13,31;<LOD;27,56;<LOD;85,01;27576,26;159,48;757,63;38,83;35,42;7,99;73,27;5,03;2927,53;32,17;3,15;1,42;8857,72;73,44;12255,86;117,51;343,79;73,47;327,98;22,58;<LOD;12,09;379,24;15,36;40,57;6,3;<LOD;0,69;<LOD;6,57;<LOD;3,7;31,98;5,49;228,55;21,29;150,02;17,6;558775,88;2218;16,13;1,48;18,31;1,47;<LOD;36,91;<LOD;1,5;<LOD;1,5;<LOD;1,5;63243,4;940,39;1790,53;69,23;308545,47;1177,05;2961,1;37,89;<LOD;1446,16;;
251;04.10.2023 11:10;TestAll Geo;330,53;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;236,68;3,26;121,58;2,32;<LOD;3,57;76,4;2,21;3,68;0,58;13;2,75;<LOD;1,62;8,16;2,32;<LOD;28,06;0,23;0,13;44,78;5,15;<LOD;29,95;<LOD;12,95;<LOD;26,38;<LOD;88,56;34183,37;174,4;825,16;39,5;39,17;9,02;83,83;5,48;3116,46;34,46;3,11;1,69;10985,32;87,65;15067,17;138,69;394,34;84,04;340,34;25,79;<LOD;11,04;294,42;14,45;<LOD;8,8;<LOD;0,65;<LOD;6,21;<LOD;3,6;39,68;5,56;94,32;18,37;72,06;15,54;525014,56;2306,13;17,68;1,47;20,04;1,49;<LOD;36,91;<LOD;1,5;<LOD;1,5;<LOD;1,5;68543,68;1004,72;2198,09;73,33;325972,28;1169,4;2992,31;38,4;<LOD;1525,24;;
252;04.10.2023 11:26;TestAll Geo;330,02;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;250,44;3,26;81,45;1,94;<LOD;3,38;66,6;2,11;3,16;0,62;96,1;4,56;<LOD;1,66;<LOD;7,39;<LOD;28,64;<LOD;0,19;35,99;4,79;<LOD;30,22;59,23;8,35;<LOD;25,8;<LOD;76,8;23143,68;142,49;388,1;31,02;81,45;13,85;77,29;4,77;2918,52;30,68;<LOD;1,5;4673,05;52,88;11682,15;107,95;455,84;69,07;91,84;20,66;<LOD;11,24;297,03;14,31;16,04;5,91;<LOD;0,66;<LOD;6,27;<LOD;3,63;32,5;5,36;165,27;19,34;96,47;15,95;546733,75;2205,15;14,76;1,43;19,04;1,49;<LOD;36,99;<LOD;1,5;<LOD;1,5;<LOD;1,5;58745,09;907,48;1878,68;71,1;335525,56;1237,98;3405,83;40,54;<LOD;1447,43;;
253;04.10.2023 11:33;TestAll Geo;330,61;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;224,84;3,5;81,37;2,16;<LOD;3,68;61,29;2,28;2,67;0,66;80,45;4,79;<LOD;2,18;6,16;3,81;<LOD;33,22;0,43;0,16;30,71;5,26;<LOD;36,21;45,34;9,64;59,03;16,56;<LOD;64,43;20055,6;148,71;451,86;36,06;<LOD;8,3;70,71;4,89;1628,04;26;1,42;0,73;3218,89;37,83;7611,02;77,23;457,25;54,97;462,52;27,38;15,82;9,82;453,49;18,74;52,69;7,55;<LOD;0,83;<LOD;7,77;<LOD;4,55;42,31;6,7;234,61;24,9;138,88;20,41;558311,19;2427,22;13,47;1,59;23,16;1,7;<LOD;39,67;<LOD;1,5;<LOD;1,5;<LOD;1,5;57503,93;973,79;1543,24;80,67;328583,44;1345,34;4117,94;49,27;<LOD;1616,96;;
254;04.10.2023 11:46;TestAll Geo;330,31;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;238,43;3,19;86,07;1,97;<LOD;3,42;63,62;2,06;2,91;0,6;86,17;4,36;<LOD;1,56;<LOD;7,05;<LOD;28,46;0,35;0,14;29,12;4,52;<LOD;29,31;56,06;8,16;<LOD;26;<LOD;73,81;19932,32;132;426,45;31,39;58,01;13,25;67,25;4,52;2875,58;29,69;<LOD;1,57;5147,21;54,76;11319,82;106,35;485,63;69,64;372,54;22,34;<LOD;11,96;416,68;15,33;46,21;6,24;<LOD;0,69;<LOD;6,27;<LOD;3,46;39,55;5,52;188,47;19,64;120,73;16,28;528292,75;2237,95;14,06;1,41;18,91;1,47;<LOD;35,91;<LOD;1,5;<LOD;1,5;<LOD;1,5;67158,11;939,22;2195,44;70,59;349212,56;1264,75;3666,04;40,51;<LOD;1382,56;;
255;04.10.2023 12:23;TestAll Geo;330,44;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;183,77;2,97;92,49;2,08;<LOD;3,31;55,79;2;3,48;0,57;10,49;2,68;<LOD;1,6;4,12;2,18;<LOD;28,37;0,25;0,13;40,57;4,97;<LOD;30,73;<LOD;13,35;<LOD;27,02;<LOD;79,78;23264,05;145,97;497,54;33,91;21,61;7,42;85,91;4,91;2909,68;31,07;3,62;1,33;8654,82;66,79;5374,64;78,58;400,88;66,1;493,2;24,01;<LOD;12,68;435,18;16,15;46,44;6,5;<LOD;0,72;<LOD;6,54;<LOD;3,73;42,39;5,82;246,29;21,69;147,65;17,75;592186;2060,48;15,33;1,46;20,19;1,46;<LOD;34,92;<LOD;1,5;<LOD;1,5;<LOD;1,5;54252,6;845,94;240,34;54,9;297833,72;1180,43;3182,15;38,5;<LOD;1335,49;;
256;04.10.2023 12:40;TestAll Geo;469,86;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;193,22;2,11;105,28;1,53;<LOD;2,34;59,28;1,41;3,31;0,4;12,55;1,91;<LOD;1,5;5,24;1,56;<LOD;19,35;0,29;0,1;41,16;3,46;<LOD;20,95;30,21;5,39;<LOD;18,21;<LOD;56,16;25049,08;105,09;534,36;24,14;34,04;6,23;82,65;3,41;2843,31;21,63;2,76;1,11;10020,8;56,28;6757,19;67,48;518,14;56,06;692,1;27,74;;;;;;;;;<LOD;6,03;<LOD;3,41;;;273,65;20,45;162,92;16,68;566961,75;1782,94;15,53;1,01;21,34;1,02;<LOD;24,47;<LOD;1,5;<LOD;1,5;<LOD;1,5;60157,44;860,92;386,92;50,93;316689,22;1183,91;2702,08;34,2;<LOD;1289,78;;
257;04.10.2023 12:46;TestAll Geo;330,08;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;216,34;3,21;105,16;2,23;<LOD;3,54;66,02;2,16;3,79;0,6;11,86;2,77;<LOD;1,65;4,7;2,26;<LOD;29,52;0,3;0,14;45,07;5,22;<LOD;30,83;<LOD;13,87;<LOD;27,67;<LOD;85,64;28870,07;164,34;490,95;34,55;25,01;7,57;89;5,29;3134,23;33,68;<LOD;2;8526,89;68;5838,8;83,1;440,74;69,02;119,83;21,72;<LOD;11,69;312,93;15,05;10,03;6,1;<LOD;0,68;<LOD;6,67;<LOD;3,88;33,45;5,61;156,66;20,56;94,17;17,02;560829,06;2209,95;18,1;1,52;23,71;1,56;<LOD;37,07;<LOD;1,5;<LOD;1,5;<LOD;1,5;58250,77;918,16;239,41;57,86;318012,5;1218,49;3331,89;40,69;<LOD;1468,1;;
258;04.10.2023 12:53;TestAll Geo;330,09;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;209,89;3,07;104,32;2,15;<LOD;3,35;62,74;2,04;3,33;0,56;12,8;2,7;<LOD;1,54;8,26;2,28;<LOD;27,4;0,28;0,13;43,53;4,92;<LOD;30,31;<LOD;12,77;<LOD;26,22;<LOD;75,27;21414,69;137,28;424,68;31,74;13,97;7,58;84,7;4,82;3104,45;31,43;3,96;1,36;9044,68;68,89;7606,67;90,46;556,82;71,34;314,67;21,86;<LOD;11,74;396,99;15,06;36,37;6,09;<LOD;0,67;<LOD;6,32;<LOD;3,67;39,91;5,49;200,99;20,36;132,27;16,89;571244,06;2098,42;15,96;1,44;21,91;1,47;<LOD;34,42;<LOD;1,5;<LOD;1,5;<LOD;1,5;58780,37;870,28;936,51;59,94;313642,88;1186,61;2879,11;36,36;<LOD;1339,8;;
259;04.10.2023 13:01;TestAll Geo;330,16;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;243,88;3,28;116,9;2,28;<LOD;3,45;66,34;2,09;3,46;0,57;13,83;2,75;<LOD;1,5;10,89;2,37;<LOD;26,87;0,24;0,13;52,8;5,15;<LOD;28,88;<LOD;12,57;<LOD;25,01;<LOD;78,11;23650,9;144,88;518,79;33,79;<LOD;13,02;81,53;4,66;3098,9;30,97;3,89;1,58;10520,87;80,47;9307,84;106,76;526,3;79,38;344,2;20,59;<LOD;11,02;402,08;14,12;39,13;5,72;<LOD;0,64;<LOD;5,78;<LOD;3,25;40,93;5,15;190,31;18,64;117,13;15,41;577599,94;2039,92;16,44;1,45;22,27;1,49;<LOD;34,96;<LOD;1,5;<LOD;1,5;<LOD;1,5;59441,04;841,49;927,55;54,16;305145,5;1160,3;2566,85;32,85;<LOD;1266,2;;
260;04.10.2023 13:14;TestAll Geo;330,15;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;226,67;3,56;112,18;2,5;<LOD;3,86;65,35;2,33;3,96;0,66;11,71;3,04;<LOD;2,13;11,03;2,64;<LOD;33,86;<LOD;0,22;43,9;5,76;<LOD;37,17;30,99;9,48;<LOD;24,47;<LOD;88,65;25046,25;166,76;490,5;37,2;99,9;13,64;86,79;4,84;1823,71;25,49;1,8;0,87;5747,22;44,53;5414,07;63,16;396,05;49,86;89,11;24,46;<LOD;13,36;329,36;17,28;13,84;6,98;<LOD;0,78;<LOD;7,74;<LOD;4,72;28,35;6,26;136,27;23,36;90,63;19,54;625517,63;2189,9;18,62;1,65;21,81;1,66;<LOD;40,53;<LOD;1,5;<LOD;1,5;<LOD;1,5;42576,12;844,94;160,55;68,8;270539,91;1214,71;4531,96;51,03;<LOD;1579,22;;
261;04.10.2023 13:37;TestAll Geo;330,35;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;206,14;3,17;104,63;2,24;<LOD;3,88;92,56;2,48;4,7;0,64;14,13;2,88;<LOD;1,74;4,86;2,34;<LOD;28,02;0,23;0,13;56,27;5,55;<LOD;30,92;<LOD;13,5;43,35;14,85;<LOD;74,98;31932,84;173,48;256,57;30,28;50,95;7,96;101,9;5,89;3978,9;39,73;<LOD;1,8;6114;64,77;19293,84;143,25;342,92;75,48;<LOD;32,96;<LOD;12,13;314,08;15,7;19,14;6,47;<LOD;0,72;<LOD;6,62;<LOD;3,95;39,82;5,99;134,22;19,94;76,39;16,5;540964,31;2513,22;21,69;1,57;21,69;1,6;<LOD;40,75;<LOD;1,5;<LOD;1,5;<LOD;1,5;90633,2;1180,23;548,68;63,06;288295;1125,41;2962,41;40,43;<LOD;1570,7;;
262;04.10.2023 15:36;TestAll Geo;330,35;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;240,44;5,33;111,81;2,97;<LOD;300000;104,31;3,23;<LOD;219,24;14,33;3,99;<LOD;2,84;<LOD;7,18;<LOD;40,83;<LOD;300000;68,42;8,66;<LOD;300000;<LOD;20,35;<LOD;40,01;<LOD;115,6;41115,11;317,84;130,22;51,89;36,33;5,05;101,92;6,4;1831,05;25,54;1,22;0,71;3364,81;38,62;12077,94;91,08;350,68;52,61;368,22;36,52;<LOD;15,13;255,07;19,47;<LOD;11,96;<LOD;0,89;<LOD;9,44;<LOD;5,65;33,55;7,52;151,31;26,83;107,73;22,47;510272,56;3247,27;24,93;2;25;2,07;<LOD;52,83;<LOD;1,5;<LOD;1,5;<LOD;1,5;102180,86;1506,37;143,91;85,55;297774,09;1365,23;4911,68;60,93;<LOD;2089,06;;
263;04.10.2023 15:47;TestAll Geo;330,41;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;241,54;5,08;119,65;2,91;<LOD;300000;110,95;3,12;<LOD;207,96;9,57;3,63;<LOD;2,67;8,05;4,5;<LOD;37,1;<LOD;300000;69,71;8,13;<LOD;300000;<LOD;18,36;<LOD;35,56;<LOD;113,41;45239,43;318,23;137,99;48,76;46,43;5,99;124,48;6,71;2399,5;31,39;1,52;0,87;4337,74;46,99;15280,69;109,12;339,94;59,65;240,3;32,04;<LOD;12,85;180,81;16,84;<LOD;10,32;<LOD;0,77;<LOD;8,38;<LOD;4,97;25,8;6,61;77,86;23,08;34,61;19,13;486441,81;3158,59;25,8;1,91;24,89;1,98;<LOD;49,57;<LOD;1,5;<LOD;1,5;<LOD;1,5;102683,85;1479,35;141,93;79,02;314715,44;1316,83;4480,42;56,32;<LOD;2034,81;;
264;04.10.2023 15:53;TestAll Geo;330,74;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;108,01;2,77;196,73;3,12;<LOD;4,89;161,14;3,3;5,13;0,72;28,45;3,5;<LOD;2,02;11,38;2,92;<LOD;31,35;0,41;0,15;145,02;7,85;<LOD;34,94;31,31;8,74;133,31;16,7;<LOD;100,35;42918,56;209,95;647,07;40,95;222,31;11,73;134,54;7,32;4628,88;48,34;24,07;2,73;21463,21;136,7;29311,66;213,08;740,75;118,73;656,4;25,79;43,15;8,98;478,82;17,08;61,6;6,88;<LOD;0,77;<LOD;7,03;<LOD;4,1;41,26;6,01;281,55;23,49;167,6;19,16;520763,94;3139,92;16,14;1,62;25,78;1,91;<LOD;47,75;<LOD;1,5;<LOD;1,5;<LOD;1,5;167910,16;1816,17;1564,74;76,8;190696,78;943,92;6731,27;60,88;<LOD;1759,75;;
265;04.10.2023 16:06;TestAll Geo;330,6;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;207,69;3,39;149,05;2,77;<LOD;3,48;39,51;1,92;3,25;0,6;12,62;2,96;<LOD;1,84;3,79;2,4;<LOD;30,66;0,4;0,15;80,8;6,6;<LOD;33,65;55,77;9,26;115,71;16,73;<LOD;103,5;43209,38;212,45;545,64;39,62;120,46;9,94;156,95;6,98;5481,47;49,14;2,84;1,34;5599,08;67,11;10506,05;122,88;312,84;82,96;1189,45;27,89;50,2;8,79;453,63;16,44;55,12;6,64;<LOD;0,73;<LOD;6,84;<LOD;3,89;44,14;5,91;343,75;23,84;201,52;19,27;551795,06;2626,93;13,88;1,54;23,98;1,57;<LOD;37,83;<LOD;1,5;<LOD;1,5;<LOD;1,5;122203,1;1346,61;12448,42;136,64;236046,11;1005,19;2285,86;33,98;<LOD;1526,03;;
266;04.10.2023 16:15;TestAll Geo;330,11;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;206,9;3,32;155,3;2,76;<LOD;3,48;41,36;1,9;<LOD;153,18;9,22;2,79;<LOD;1,8;5,3;2,31;<LOD;30,42;0,26;0,14;84,72;6,6;<LOD;32,99;32,76;8,63;<LOD;28,98;<LOD;104,24;47892,45;218,88;551,3;39,03;127,93;9,89;148,12;7,18;5561,01;50,1;3,19;1,34;5538,97;66,92;10039,57;121,08;388,71;84,68;1192,3;29,37;37,59;9,2;463,76;17,4;57,65;7,04;<LOD;0,78;<LOD;6,98;<LOD;4,06;47,05;6,3;273,53;23,23;176,84;19,1;571580,25;2545,89;14,74;1,51;24,54;1,54;<LOD;37,38;<LOD;1,5;<LOD;1,5;<LOD;1,5;110514,55;1292,14;12864,57;140,89;222854,77;969,26;3031,47;38,61;<LOD;1605,63;;
